Data;Último;Abertura;Máxima;Mínima;Vol.;Var%
16/11/2022;110243;113166;113473;109512;18,35M;-0,0258
17/11/2022;109703;110241;110242;107245;23,12M;-0,0049
18/11/2022;108870;109706;111585;108512;18,77M;-0,0076
21/11/2022;109748;108868;110235;107957;16,65M;0,0081
22/11/2022;109037;109750;110224;107867;15,06M;-0,0065
23/11/2022;108841;109036;109285;107902;13,20M;-0,0018
24/11/2022;111831;108846;112612;108846;10,30M;0,0275
25/11/2022;108977;111831;112025;108552;12,31M;-0,0255
28/11/2022;108782;108977;109476;108378;11,49M;-0,0018
29/11/2022;110910;108784;112187;108784;14,72M;0,0196
30/11/2022;112486;110910;112486;110202;19,70M;0,0142
01/12/2022;110926;112479;112479;110548;15,19M;-0,0139
02/12/2022;111924;110926;113761;109963;15,98M;0,009
05/12/2022;109401;111922;112150;109270;12,31M;-0,0225
06/12/2022;110189;109403;110663;109217;13,44M;0,0072
07/12/2022;109069;110188;110247;108612;13,83M;-0,0102
08/12/2022;107249;109068;109286;106906;14,92M;-0,0167
09/12/2022;107520;107250;108566;107089;10,68M;0,0025
12/12/2022;105343;107518;107561;103877;15,48M;-0,0202
13/12/2022;103540;105345;106689;103409;17,70M;-0,0171
14/12/2022;103746;103536;104516;101632;24,92M;0,002
15/12/2022;103738;103739;105483;103014;15,57M;-0,0001
16/12/2022;102856;103737;104018;102248;18,26M;-0,0085
19/12/2022;104740;102859;105107;102770;16,77M;0,0183
20/12/2022;106864;104740;107792;104607;19,13M;0,0203
21/12/2022;107433;106866;107991;106066;17,63M;0,0053
22/12/2022;107552;107436;108383;106510;11,49M;0,0011
23/12/2022;109698;107552;109994;107552;12,85M;0,02
26/12/2022;108738;109699;109755;108309;5,22M;-0,0087
27/12/2022;108578;108739;109353;107418;11,16M;-0,0015
28/12/2022;110237;108578;110536;108578;11,19M;0,0153
29/12/2022;109735;110237;111178;109560;13,39M;-0,0046
02/01/2023;106376;109734;109734;105981;8,13M;-0,0306
03/01/2023;104166;106377;106684;103852;14,47M;-0,0208
04/01/2023;105334;104167;105627;103915;14,45M;0,0112
05/01/2023;107641;105336;107743;105333;15,51M;0,0219
06/01/2023;108964;107642;109433;107642;12,63M;0,0123
09/01/2023;109130;108964;109938;108134;12,05M;0,0015
10/01/2023;110817;109129;111193;108478;13,70M;0,0155
11/01/2023;112517;110816;112552;110752;14,46M;0,0153
12/01/2023;111850;112516;113129;110982;19,84M;-0,0059
13/01/2023;110916;111843;111847;110428;15,94M;-0,0084
16/01/2023;109213;110908;110908;108753;12,51M;-0,0154
17/01/2023;111439;109214;111577;109214;14,36M;0,0204
18/01/2023;112228;111442;113306;111441;14,13M;0,0071
19/01/2023;112922;112219;113172;111307;15,59M;0,0062
20/01/2023;112041;112922;113025;111735;15,44M;-0,0078
23/01/2023;111737;112041;113061;111542;13,70M;-0,0027
24/01/2023;113028;111746;113040;111669;11,55M;0,0116
25/01/2023;114270;113028;114426;111927;11,41M;0,011
26/01/2023;114178;114271;114835;113591;10,92M;-0,0008
27/01/2023;112316;114178;114191;112044;10,61M;-0,0163
30/01/2023;112273;112319;112920;111824;11,27M;-0,0004
31/01/2023;113431;112273;113691;112145;12,90M;0,0103
01/02/2023;112074;113430;113598;110729;17,82M;-0,012
02/02/2023;110141;112072;112943;109747;15,24M;-0,0172
03/02/2023;108523;110141;110570;108185;13,24M;-0,0147
06/02/2023;108722;108518;108744;107416;11,51M;0,0018
07/02/2023;107830;108727;109037;107234;12,96M;-0,0082
08/02/2023;109951;107832;110175;107830;13,84M;0,0197
09/02/2023;108008;109952;110046;107767;12,96M;-0,0177
10/02/2023;108078;108002;108647;107620;14,46M;0,0007
13/02/2023;108836;108074;109193;107420;9,97M;0,007
14/02/2023;107849;108839;109564;107557;11,89M;-0,0091
15/02/2023;109600;107849;110210;107267;15,50M;0,0162
16/02/2023;109941;109599;110437;108378;13,00M;0,0031
17/02/2023;109177;109941;109941;108968;10,06M;-0,007
22/02/2023;107152;109174;109174;106720;9,36M;-0,0185
23/02/2023;107593;107152;108663;106731;11,46M;0,0041
24/02/2023;105798;107582;107611;105360;10,22M;-0,0167
27/02/2023;105711;105807;106402;105227;9,57M;-0,0008
28/02/2023;104932;105706;106794;104932;15,67M;-0,0074
01/03/2023;104385;104933;105497;103105;19,85M;-0,0052
02/03/2023;103326;104375;104912;103321;14,74M;-0,0101
03/03/2023;103866;103326;104440;103323;13,10M;0,0052
06/03/2023;104700;103865;105171;103170;14,28M;0,008
07/03/2023;104228;104700;105179;103480;12,58M;-0,0045
08/03/2023;106540;104228;106721;104228;15,90M;0,0222
09/03/2023;105071;106540;106724;105053;19,17M;-0,0138
10/03/2023;103618;105071;105071;103201;17,95M;-0,0138
13/03/2023;103121;103608;103907;102255;12,99M;-0,0048
14/03/2023;102932;103121;104153;102482;13,13M;-0,0018
15/03/2023;102675;102930;103048;100692;15,25M;-0,0025
16/03/2023;103435;102683;103911;102455;14,39M;0,0074
17/03/2023;101982;103434;103434;101664;17,56M;-0,014
20/03/2023;100923;101982;102328;100679;10,90M;-0,0104
21/03/2023;100998;100923;101670;100923;9,67M;0,0007
22/03/2023;100221;100998;101888;100129;11,50M;-0,0077
23/03/2023;97926;100221;101126;96997;15,66M;-0,0229
24/03/2023;98829;97926;99258;97688;12,41M;0,0092
27/03/2023;99670;98833;99997;98833;9,99M;0,0085
28/03/2023;101185;99672;101559;99488;13,50M;0,0152
29/03/2023;101793;101185;102213;100248;12,46M;0,006
30/03/2023;103713;101796;104085;101796;14,90M;0,0189
31/03/2023;101882;103714;104041;101476;15,12M;-0,0177
03/04/2023;101506;101883;101916;100651;12,79M;-0,0037
04/04/2023;101869;101505;103056;101505;11,70M;0,0036
05/04/2023;100978;101869;101960;99898;13,26M;-0,0088
06/04/2023;100822;100978;101628;100443;9,82M;-0,0015
10/04/2023;101847;100822;102196;100819;8,15M;0,0102
11/04/2023;106214;101849;106455;101848;18,73M;0,0429
12/04/2023;106890;106218;108277;106217;17,35M;0,0064
13/04/2023;106458;106890;107037;106220;12,18M;-0,004
14/04/2023;106279;106458;106701;104934;11,50M;-0,0017
17/04/2023;106016;106279;106830;105623;10,25M;-0,0025
18/04/2023;106163;106023;106475;105122;11,21M;0,0014
19/04/2023;103913;106149;106149;103604;12,71M;-0,0212
20/04/2023;104367;103913;104615;103087;12,38M;0,0044
24/04/2023;103947;104367;104822;103247;10,94M;-0,004
25/04/2023;103220;103947;103947;102633;10,87M;-0,007
26/04/2023;102312;103220;103668;102233;10,12M;-0,0088
27/04/2023;102923;102310;103177;101975;11,30M;0,006
28/04/2023;104432;102923;104432;102449;13,09M;0,0147
02/05/2023;101927;104431;104447;101569;12,02M;-0,024
03/05/2023;101797;101927;102331;101433;11,69M;-0,0013
04/05/2023;102174;101798;103321;101063;14,84M;0,0037
05/05/2023;105148;102175;105306;102175;16,70M;0,0291
08/05/2023;106042;105161;106716;105161;13,26M;0,0085
09/05/2023;107114;106028;107731;105549;13,53M;0,0101
10/05/2023;107448;107114;107744;106538;13,58M;0,0031
11/05/2023;108256;107446;108667;106419;12,77M;0,0075
12/05/2023;108464;108256;108817;107497;11,92M;0,0019
15/05/2023;109029;108469;109271;108356;11,60M;0,0052
16/05/2023;108194;109029;110151;108085;16,90M;-0,0077
17/05/2023;109460;108194;109774;108188;13,99M;0,0117
18/05/2023;110108;109459;110206;108864;13,61M;0,0059
19/05/2023;110745;110113;111211;109787;16,14M;0,0058
22/05/2023;110213;110745;111643;110178;11,77M;-0,0048
23/05/2023;109929;110213;111325;109713;12,33M;-0,0026
24/05/2023;108800;109920;109920;108546;12,98M;-0,0103
25/05/2023;110054;108800;111115;108800;14,75M;0,0115
26/05/2023;110906;110058;111706;109900;11,02M;0,0077
29/05/2023;110333;110906;111168;110195;5,91M;-0,0052
30/05/2023;108967;110333;111291;108552;11,59M;-0,0124
31/05/2023;108335;108967;109137;108193;15,86M;-0,0058
01/06/2023;110565;108339;110745;108335;14,67M;0,0206
02/06/2023;112558;110568;113070;110567;14,55M;0,018
05/06/2023;112696;112558;113071;111736;9,08M;0,0012
06/06/2023;114610;112697;114783;112696;15,03M;0,017
07/06/2023;115488;114610;115978;114610;14,02M;0,0077
09/06/2023;117019;115489;117603;115489;13,53M;0,0133
12/06/2023;117336;117022;117735;116704;12,02M;0,0027
13/06/2023;116743;117337;117924;116363;12,39M;-0,0051
14/06/2023;119069;116753;119085;116745;16,94M;0,0199
15/06/2023;119221;119068;119686;118693;12,30M;0,0013
16/06/2023;118758;119208;119555;118487;15,25M;-0,0039
19/06/2023;119858;118757;119939;118558;6,78M;0,0093
20/06/2023;119622;119858;119858;118416;10,92M;-0,002
21/06/2023;120420;119623;120519;119332;11,74M;0,0067
22/06/2023;118934;120420;120420;118018;11,83M;-0,0123
23/06/2023;118977;118959;119386;118178;12,85M;0,0004
26/06/2023;118243;118977;119148;117491;10,46M;-0,0062
27/06/2023;117523;118246;119212;116561;13,08M;-0,0061
28/06/2023;116681;117524;117937;116560;10,65M;-0,0072
29/06/2023;118383;116683;118623;116683;11,06M;0,0146
30/06/2023;118087;118388;119447;118087;13,82M;-0,0025
03/07/2023;119673;118092;119877;118092;8,91M;0,0134
04/07/2023;119076;119673;119678;118830;6,56M;-0,005
05/07/2023;119549;119072;120200;118688;10,96M;0,004
06/07/2023;117426;119548;119548;117096;11,03M;-0,0178
07/07/2023;118898;117427;119549;117427;10,52M;0,0125
10/07/2023;117942;118897;118897;117814;8,10M;-0,008
11/07/2023;117220;117942;117942;115704;10,59M;-0,0061
12/07/2023;117666;117557;119156;117557;8,94M;0,0038
13/07/2023;119264;117671;119739;117668;9,26M;0,0136
14/07/2023;117711;119268;119329;117526;8,98M;-0,013
17/07/2023;118219;117711;118302;116591;8,20M;0,0043
18/07/2023;117841;118218;118732;117324;8,58M;-0,0032
19/07/2023;117552;117842;118011;116660;9,73M;-0,0025
20/07/2023;118083;117558;118290;117484;8,99M;0,0045
21/07/2023;120217;118090;120373;118086;11,18M;0,0181
24/07/2023;121342;120220;121772;120099;10,49M;0,0094
25/07/2023;122008;121344;123010;121344;11,43M;0,0055
26/07/2023;122560;122003;122747;121370;9,99M;0,0045
27/07/2023;119990;122560;122599;119825;10,68M;-0,021
28/07/2023;120187;120002;120660;119706;8,46M;0,0016
31/07/2023;121943;120188;122149;120188;10,12M;0,0146
01/08/2023;121248;121945;121945;120154;10,30M;-0,0057
02/08/2023;120859;121249;121252;119798;10,57M;-0,0032
03/08/2023;120586;120859;122619;120365;13,03M;-0,0023
04/08/2023;119508;120586;121442;119215;15,07M;-0,0089
07/08/2023;119380;119509;120104;118894;8,73M;-0,0011
08/08/2023;119090;119378;119553;117492;10,25M;-0,0024
09/08/2023;118409;119090;119090;117901;11,25M;-0,0057
10/08/2023;118350;118412;119438;118113;12,69M;-0,0005
11/08/2023;118065;118350;119054;117415;11,87M;-0,0024
14/08/2023;116810;118067;118082;116530;11,20M;-0,0106
15/08/2023;116171;116809;117697;116033;14,64M;-0,0055
16/08/2023;115592;116171;117338;115534;18,86M;-0,005
17/08/2023;114982;115592;116610;114859;12,75M;-0,0053
18/08/2023;115409;114973;115729;114423;10,60M;0,0037
21/08/2023;114429;115404;115425;114067;9,79M;-0,0085
22/08/2023;116156;114433;116286;114433;9,83M;0,0151
23/08/2023;118135;116160;118135;116159;11,54M;0,017
24/08/2023;117026;118135;118136;116848;9,20M;-0,0094
25/08/2023;115837;117025;117252;115397;9,21M;-0,0102
28/08/2023;117121;115838;117253;115836;9,60M;0,0111
29/08/2023;118404;118051;118493;117400;9,63M;0,011
30/08/2023;117535;118404;118841;117471;8,92M;-0,0073
31/08/2023;115742;117537;117637;115742;12,95M;-0,0153
01/09/2023;117893;115744;117991;115744;11,89M;0,0186
04/09/2023;117777;117893;118576;117590;5,53M;-0,001
05/09/2023;117331;117776;117957;116637;10,87M;-0,0038
06/09/2023;115985;117331;117971;115984;9,92M;-0,0115
08/09/2023;115313;115979;115979;114839;8,36M;-0,0058
11/09/2023;116883;115316;117131;115316;8,79M;0,0136
12/09/2023;117968;116885;118154;116885;9,19M;0,0093
13/09/2023;118176;117968;119318;117722;12,08M;0,0018
14/09/2023;119392;118181;119748;118181;13,28M;0,0103
15/09/2023;118758;119393;119780;118666;16,11M;-0,0053
18/09/2023;118288;118759;119486;118123;11,27M;-0,004
19/09/2023;117846;118288;118458;117628;11,45M;-0,0037
20/09/2023;118695;117864;119616;117847;9,24M;0,0072
21/09/2023;116145;118695;118695;116013;12,69M;-0,0215
22/09/2023;116009;116147;116968;115855;9,44M;-0,0012
25/09/2023;115925;116009;116031;115573;9,58M;-0,0007
26/09/2023;114193;115922;115922;114162;11,24M;-0,0149
27/09/2023;114327;114193;115340;113366;13,36M;0,0012
28/09/2023;115731;114327;115954;114180;10,39M;0,0123
29/09/2023;116565;115742;116899;115742;11,14M;0,0072
02/10/2023;115057;116565;116672;114761;8,52M;-0,0129
03/10/2023;113419;115055;115056;113151;11,10M;-0,0142
04/10/2023;113607;113430;114075;113036;10,81M;0,0017
05/10/2023;113284;113609;114359;112705;9,51M;-0,0028
06/10/2023;114170;113283;114491;111599;13,14M;0,0078
09/10/2023;115156;114169;115219;113448;9,47M;0,0086
10/10/2023;116737;115158;116900;115158;11,62M;0,0137
11/10/2023;117051;116737;117099;116231;9,95M;0,0027
13/10/2023;115754;117050;117070;115658;10,61M;-0,0111
16/10/2023;116534;115760;116905;115760;8,99M;0,0067
17/10/2023;115908;116526;116917;115564;10,37M;-0,0054
18/10/2023;114060;115907;115907;113952;15,49M;-0,016
19/10/2023;114004;114059;115063;113768;11,50M;-0,0005
20/10/2023;113155;113996;114090;112533;11,74M;-0,0074
23/10/2023;112785;113145;113680;112164;10,70M;-0,0033
24/10/2023;113762;112814;114249;112814;10,71M;0,0087
25/10/2023;112830;113762;114319;112680;12,31M;-0,0082
26/10/2023;114777;112840;114886;112840;12,77M;0,0173
27/10/2023;113301;114777;115342;112953;12,29M;-0,0129
30/10/2023;112532;113303;114204;112309;9,74M;-0,0068
31/10/2023;113144;112534;113597;112098;10,56M;0,0054
01/11/2023;115053;113157;115433;113157;13,90M;0,0169
03/11/2023;118160;115062;118502;115062;15,71M;0,027
06/11/2023;118431;118160;118758;118045;10,17M;0,0023
07/11/2023;119268;118422;119577;118026;16,39M;0,0071
08/11/2023;119177;119268;119976;118464;15,19M;-0,0008
09/11/2023;119034;119180;120257;118446;15,57M;-0,0012
10/11/2023;120568;119036;120823;119036;11,75M;0,0129
13/11/2023;120410;120561;120606;119878;11,20M;-0,0013
14/11/2023;123166;120411;123370;120411;19,43M;0,0229
16/11/2023;124639;123165;124737;123165;18,36M;0,012
17/11/2023;124773;124639;125431;124547;15,72M;0,0011
20/11/2023;125957;124773;126162;124773;11,11M;0,0095
21/11/2023;125626;125957;125957;125060;10,79M;-0,0026
22/11/2023;126035;125626;126875;125439;14,06M;0,0033
23/11/2023;126576;126035;126760;125764;7,82M;0,0043
24/11/2023;125517;126553;126553;125341;9,61M;-0,0084
27/11/2023;125731;125517;125826;124840;11,01M;0,0017
28/11/2023;126538;125726;126916;125388;12,39M;0,0064
29/11/2023;126166;126541;127388;126018;12,42M;-0,0029
30/11/2023;127331;126168;127399;126168;19,24M;0,0092
01/12/2023;128185;127331;128185;126656;13,70M;0,0067
04/12/2023;126803;128183;128183;126643;10,27M;-0,0108
05/12/2023;126903;126802;127489;126491;11,96M;0,0008
06/12/2023;125623;126907;127538;125614;10,84M;-0,0101
07/12/2023;126010;125623;126581;125566;10,51M;0,0031
08/12/2023;127094;126010;127289;125562;10,75M;0,0086
11/12/2023;126916;127093;127154;126526;7,09M;-0,0014
12/12/2023;126403;126923;127359;126013;10,27M;-0,004
13/12/2023;129465;126406;129793;126299;15,07M;0,0242
14/12/2023;130842;129469;131260;129469;15,82M;0,0106
15/12/2023;130197;130842;131661;129884;15,14M;-0,0049
18/12/2023;131084;130202;131447;130198;9,60M;0,0068
19/12/2023;131851;131088;132047;131086;9,43M;0,0059
20/12/2023;130804;131851;132341;130710;10,34M;-0,0079
21/12/2023;132182;130826;132277;130822;8,68M;0,0105
22/12/2023;132753;132182;133035;132094;8,23M;0,0043
26/12/2023;133533;132753;133645;132753;5,15M;0,0059
27/12/2023;134194;133523;134195;133328;6,17M;0,0049
28/12/2023;134185;134194;134389;133832;7,81M;-0,0001
02/01/2024;132697;134186;134195;132095;8,44M;-0,0111
03/01/2024;132834;132697;133576;132250;8,70M;0,001
04/01/2024;131226;132831;132885;131024;8,97M;-0,0121
05/01/2024;132023;131218;132635;130579;9,20M;0,0061
08/01/2024;132427;132023;132498;131015;8,50M;0,0031
09/01/2024;131447;132424;132426;131203;9,29M;-0,0074
10/01/2024;130841;131447;131628;130438;8,96M;-0,0046
11/01/2024;130649;130841;131308;129898;9,76M;-0,0015
12/01/2024;130265;130652;131927;130265;390,93K;-0,0029
15/01/2024;131521;130988;131606;130253;5,75M;0,0096
